log2FoldChange	locus_tag	geneID	product	Operon	max_L2FC_per_operon	L2FC_SQvsLac	L2FC_SQvsLac_AbsDiff	L2FC_NissleVsK12	L2FC_NissleVsK12_AbsDiff	KEGG_PATHWAY	Function_COG	predicted_function2	identity_sq	product_otherSQ	protein_id_otherSQ	org_name_otherSQ	baseMean	lfcSE	stat	pvalue	padj	locus_tag_k12	identity_mmseqs2_nt	midpoint	COGgene	PosLeft	postRight	Strand	INTERPRO	UP_KW_BIOLOGICAL_PROCESS	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	PUBMED_ID	GENERIF_SUMMARY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	Category_COG
-5.88661285478333	K8943_RS00735	ynfM	MFS transporter	96.0	-5.88661285478333	similar	5.193997182735005	similar	3.81025775444986		[GEPR] Permeases of the major facilitator superfamily						198.11467063863	0.443959708955672	-13.2593402870509	3.9838490776545e-40	1.65058110649185e-38	b1596	0.979	154180.0	COG0477	153554	154807	+	IPR005829:Sugar transporter, conserved site,IPR011701:Major facilitator superfamily,IPR020846:Major facilitator superfamily domain,	KW-0813~Transport,			8438231,9278503,9529885,10943556,11566977,15919996,16120447,16381841,16397293,16738553,16842212,		GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,	GO:0022857~transmembrane transporter activity,	Carbohydrate transport and metabolism [G]
-5.26681578727175	K8943_RS13770	sbp	sulfate/thiosulfate ABC transporter substrate-binding protein Sbp	1384.0	-5.26681578727175	similar	4.55592944347466	specific		eco00920:Sulfur metabolism,eco02010:ABC transporters,	[P] ABC-type sulfate transport system, periplasmic component						238.567071434023	0.349144680569672	-15.0849091519261	2.03554621286023e-51	1.25789855798109e-49	b3917	0.981	2891526.0	COG1613	2891031	2892020	+	IPR000957:Sulphate/thiosulphate-binding, conserved site,IPR005669:Thiosulphate/Sulfate-binding protein,	KW-0764~Sulfate transport,KW-0813~Transport,			2002055,2188958,3158524,7608089,8346018,8774726,8789466,9278503,9298646,15315443,16381841,16397293,16738553,	8774726,9298646:N-terminus verified by Edman degradation on mature peptide,	GO:0006790~sulfur compound metabolic process,GO:0008272~sulfate transport,GO:0015709~thiosulfate transport,GO:1902358~sulfate transmembrane transport,	GO:0030288~outer membrane-bounded periplasmic space,GO:0035796~ATP-binding cassette (ABC) transporter complex, transmembrane substrate-binding subunit-containing,GO:0042597~periplasmic space,	GO:0015419~ATPase-coupled sulfate transmembrane transporter activity,GO:0043199~sulfate binding,GO:1901681~sulfur compound binding,	Inorganic ion transport and metabolism [P]
-2.71904349102184	K8943_RS13775	cdh	CDP-diacylglycerol diphosphatase	1384.0	-5.26681578727175	specific		specific		eco00564:Glycerophospholipid metabolism,eco01110:Biosynthesis of secondary metabolites,	[I] CDP-diacylglycerol pyrophosphatase    						21.4967866471441	0.694401371746184	-3.91566549499228	9.01551762032614e-05	0.0005561857401642	b3918	0.949	2892504.0	COG2134	2892127	2892882	+	IPR003763:CDP-diacylglycerol pyrophosphatase,IPR015993:CDP-diacylglycerol pyrophosphatase, proteobacterial,	KW-0443~Lipid metabolism,KW-0444~Lipid biosynthesis,KW-0594~Phospholipid biosynthesis,KW-1208~Phospholipid metabolism,		KW-0378~Hydrolase,	1254556,2995360,3158524,4335869,6097795,6116698,6147353,6361023,6370994,8288106,8346018,9278503,11557141,12486071,16397293,16738553,17309111,27510400,		GO:0006629~lipid metabolic process,GO:0008654~phospholipid biosynthetic process,GO:0046342~CDP-diacylglycerol catabolic process,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,	GO:0008715~CDP-diacylglycerol diphosphatase activity,GO:0016787~hydrolase activity,	Lipid transport and metabolism [I]
-5.18557259530044	K8943_RS20190	ybfA	YbfA family protein	2081.0	-5.18557259530044	specific		similar	2.8621431355086395		[O] Predicted secreted Zn-dependent protease  						53.183670598734	0.797842978549178	-6.49949016876735	8.059266786183949e-11	9.29876161469199e-10	b0699	0.971	4254065.0	COG5664	4253962	4254168	+	IPR019663:Uncharacterised protein YbfA,				8387990,9278503,16397293,16738553,27510400,27718375,		GO:0009314~response to radiation,	GO:0005886~plasma membrane,		Posttranslational modification, protein turnover, chaperones [O]
-5.05984726796579	K8943_RS10715	nirD	nitrite reductase small subunit NirD	1074.0	-5.05984726796579	specific		specific		eco00910:Nitrogen metabolism,eco01100:Metabolic pathways,eco01120:Microbial metabolism in diverse environments,	[PR] Ferredoxin subunits of nitrite reductase and						8.56042584478157	1.66555236137288	-3.03793947600367	0.0023820179110716	0.0109209522548092	b3366	0.966	2236710.0	COG2146	2236547	2236873	+	IPR012748:Nitrite reductase [NAD(P)H] large subunit, NirD,IPR017881:Nitrite reductase [NAD(P)H] large subunit, NirD bacterial-type,	KW-0534~Nitrate assimilation,	KW-0520~NAD,	KW-0560~Oxidoreductase,	217342,1435259,2173895,2200672,2200673,2543955,2993824,6279095,6297458,7030314,9278503,10972841,11004182,16397293,16738553,21873635,31641084,34323689,	34323689:NirD curtails the stringent response by inhibiting RelA activity in Escherichia coli.,	GO:0009061~anaerobic respiration,GO:0042128~nitrate assimilation,	GO:0005737~cytoplasm,GO:0009344~nitrite reductase complex [NAD(P)H],	GO:0005515~protein binding,GO:0008942~nitrite reductase [NAD(P)H] activity,GO:0016491~oxidoreductase activity,GO:0051537~2 iron, 2 sulfur cluster binding,	Inorganic ion transport and metabolism [P]
-4.80876410335978	K8943_RS10710	nirB	NADPH-nitrite reductase large subunit	1074.0	-5.05984726796579	specific		specific		eco00910:Nitrogen metabolism,eco01100:Metabolic pathways,eco01120:Microbial metabolism in diverse environments,	[C] NAD(P)H-nitrite reductase    						122.189913083336	0.481534836421587	-9.98632651189887	1.74945223118658e-23	3.98656427181642e-22	b3365	0.976	2235278.0	COG1251	2234007	2236550	+	IPR005117:Nitrite/Sulfite reductase ferredoxin-like domain,IPR006066:Nitrite/sulphite reductase iron-sulphur/siroheam-binding site,IPR006067:Nitrite/sulphite reductase 4Fe-4S domain,IPR007419:BFD-like [2Fe-2S]-binding domain,IPR012744:Nitrite reductase [NAD(P)H] large subunit, NirB,IPR016156:FAD/NAD-linked reductase, dimerisation,IPR017121:Nitrite reductase [NAD(P)H], large subunit,IPR023753:Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain,	KW-0534~Nitrate assimilation,	KW-0004~4Fe-4S,KW-0274~FAD,KW-0285~Flavoprotein,KW-0349~Heme,KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,KW-0520~NAD,	KW-0560~Oxidoreductase,	217342,1435259,2077359,2173895,2200672,2200673,2445993,2543955,2993824,3906030,6279095,6297458,7030314,9278503,10972841,11004182,12368244,12627170,15210329,15225315,16115199,16397293,16417522,16428390,16738553,16849790,17965164,18757534,24561554,30406295,31641084,34323689,		GO:0006113~fermentation,GO:0006116~NADH oxidation,GO:0009061~anaerobic respiration,GO:0042128~nitrate assimilation,	GO:0009344~nitrite reductase complex [NAD(P)H],	GO:0005515~protein binding,GO:0008942~nitrite reductase [NAD(P)H] activity,GO:0016491~oxidoreductase activity,GO:0020037~heme binding,GO:0046872~metal ion binding,GO:0050660~flavin adenine dinucleotide binding,GO:0050661~NADP binding,GO:0051536~iron-sulfur cluster binding,GO:0051537~2 iron, 2 sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,	Energy production and conversion [C]
-3.94452437517067	K8943_RS10720	nirC	nitrite transporter NirC	1074.0	-5.05984726796579	specific		specific			[P] Formate/nitrite family of transporters  						10.3909810889289	1.24644944787145	-3.16460838576864	0.0015529181094865	0.007462716592467	b3367	0.978	2237402.0	COG2116	2236999	2237805	+	IPR000292:Formate/nitrite transporter,IPR023271:Aquaporin-like,IPR024002:Formate/nitrite transporter, conserved site,	KW-0534~Nitrate assimilation,KW-0813~Transport,			1435259,2200672,2200673,2543955,9278503,10082980,10972841,11967075,15667293,15919996,16120447,16381841,16397293,16738553,16804183,16820464,16849790,18691156,21873635,34091701,	18691156:A NarU+ NirC+ strain grew more rapidly and accumulated nitrite more rapidly than the isogenic NarU+ NirC(-) strain. Only the NirC+ strain consumed nitrite rapidly during the later stages of growth.,34091701:Mechanism of nitrite transporter NirC in motility, biofilm formation, and adhesion of avian pathogenic Escherichia coli.,	GO:0015724~formate transport,GO:0042128~nitrate assimilation,GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016020~membrane,	GO:0015499~formate transmembrane transporter activity,GO:0022857~transmembrane transporter activity,	Inorganic ion transport and metabolism [P]
-4.81798747733023	K8943_RS13240	metE	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	1331.0	-4.81798747733023	opposite	5.638566679100572	similar	0.8749907631590701	eco00270:Cysteine and methionine metabolism,eco00450:Selenocompound metabolism,eco01100:Metabolic pathways,eco01110:Biosynthesis of secondary metabolites,eco01230:Biosynthesis of amino acids,	[E] Methionine synthase II (cobalamin-independent)  						22593.2762009394	0.149390697695052	-32.250920249165	3.41499383400107e-228	1.2451067518767899e-224	b3829	0.967	2779218.0	COG0620	2778087	2780348	+	IPR002629:Methionine synthase, vitamin-B12 independent,IPR006276:Cobalamin-independent methionine synthase,IPR013215:Cobalamin (vitamin B12)-independent methionine synthase MetE, N-terminal,	KW-0028~Amino-acid biosynthesis,KW-0486~Methionine biosynthesis,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0489~Methyltransferase,KW-0808~Transferase,	1339288,1379743,1943695,2543976,2643109,2656646,2830470,2988449,3293911,3294419,4904482,4947102,5319971,5319972,8346018,8572314,8823155,8955301,9278503,9298646,10625458,10754234,10986259,11170420,12057966,12368244,12627170,15502870,15630480,15716358,16397293,16606699,16618097,16618098,16738553,16820464,17187058,18304323,19286805,22262097,24123739,24561554,	1339288,9298646:N-terminus verified by Edman degradation on mature peptide,15502870:MetE is one of the proteins in E. coli most susceptible to oxidation,22262097:The metE promoter is responsible for the reconstitution of MetE overexpression in GroE-depleted cells.,24123739:Authors demonstrate improved Escherichia coli growth in the presence of acetate or at elevated temperatures solely due to mutations in the MetE enzyme.,	GO:0008652~cellular amino acid biosynthetic process,GO:0009086~methionine biosynthetic process,GO:0032259~methylation,GO:0035999~tetrahydrofolate interconversion,GO:0050667~homocysteine metabolic process,	GO:0005829~cytosol,	GO:0003871~5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity,GO:0005515~protein binding,GO:0008168~methyltransferase activity,GO:0008270~zinc ion binding,GO:0008705~methionine synthase activity,GO:0016740~transferase activity,GO:0046872~metal ion binding,	Amino acid transport and metabolism [E]
-4.63126273311551	K8943_RS02615	tyrP	tyrosine transporter TyrP	304.0	-4.63126273311551	similar	3.7090719072135343	specific			[E] Amino acid permeases   						73.2690666310963	0.510262133317377	-9.07624225024536	1.12388045302566e-19	2.10136827268284e-18	b1907	0.971	505956.0	COG0814	505350	506561	+	IPR013059:Tryptophan/tyrosine transporter,IPR013061:Tryptophan/tryrosine permease, conserved site,IPR018227:Tryptophan/tyrosine permease,	KW-0029~Amino-acid transport,KW-0769~Symport,KW-0813~Transport,			1860819,2022620,3049553,3049588,3525516,6090409,6090410,6995422,7798138,9097040,9278503,12368244,12627170,15049824,15919996,16120447,16381841,16397293,16738553,		GO:0003333~amino acid transmembrane transport,GO:0006865~amino acid transport,GO:0015801~aromatic amino acid transport,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016020~membrane,	GO:0015173~aromatic amino acid transmembrane transporter activity,GO:0015293~symporter activity,	Amino acid transport and metabolism [E]
-4.55314068272016	K8943_RS13915	metF	methylenetetrahydrofolate reductase	1401.0	-4.55314068272016	opposite	6.784539051570841	specific		eco00670:One carbon pool by folate,eco01100:Metabolic pathways,eco01120:Microbial metabolism in diverse environments,eco01200:Carbon metabolism,	[E] 5,10-methylenetetrahydrofolate reductase    						1269.65087817983	0.229740212910777	-19.8186491821893	2.05552379837213e-87	2.67658563173742e-85	b3941	0.951	2922611.0	COG0685	2922166	2923056	+	IPR003171:Methylenetetrahydrofolate reductase,IPR004620:5,10-methylenetetrahydrofolate reductase,	KW-0028~Amino-acid biosynthesis,KW-0486~Methionine biosynthesis,	KW-0274~FAD,KW-0285~Flavoprotein,KW-0520~NAD,	KW-0560~Oxidoreductase,	1734876,1771231,2419307,2841568,3090041,3293911,3542965,6086586,6094549,6219268,6267016,6294471,6319973,6356036,6361020,8346018,9278503,9922232,10201405,11371181,11371182,12368244,12627170,12667083,15647275,15865426,15961124,16051146,16114881,16397293,16605249,16738553,17012394,17187058,17366475,19610625,21873635,	"15865426:The invariant aspartate 120 is a critical residue for E. coli methylenetetrahydrofolate reductase, with major roles in folate binding and catalysis, and a minor role in redox modulation.,""16114881:Multiple onformation, which allows aspartic acid 120 to hydrogen bond to the pterin ring in the folate complex but must move to an """"open"""" conformation to allow NADH to bind."",19610625:Results suggest that Leu may be a suitable replacement for Phe223 in the oxidative half-reaction of E. coli methylenetetrahydrofolate reductase.,"	GO:0006555~methionine metabolic process,GO:0008652~cellular amino acid biosynthetic process,GO:0009086~methionine biosynthetic process,GO:0035999~tetrahydrofolate interconversion,GO:0046654~tetrahydrofolate biosynthetic process,	GO:0005829~cytosol,GO:0032991~macromolecular complex,	GO:0004489~methylenetetrahydrofolate reductase (NAD(P)H) activity,GO:0016491~oxidoreductase activity,GO:0051087~chaperone binding,GO:0071949~FAD binding,	Amino acid transport and metabolism [E]
-4.54518274247347	K8943_RS22630	ndh	NADH-quinone dehydrogenase	2340.0	-4.54518274247347	opposite	5.140411135141779	similar	0.97295915782246	eco00190:Oxidative phosphorylation,eco01100:Metabolic pathways,	[C] NADH dehydrogenase, FAD-containing subunit  						433.322226680722	0.267842257968586	-16.9696252448953	1.37808680603071e-64	1.14193283972454e-62	b1109	0.974	4756394.0	COG1252	4755742	4757046	+	IPR023753:Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain,	KW-0249~Electron transport,KW-0813~Transport,	KW-0274~FAD,KW-0285~Flavoprotein,KW-0520~NAD,KW-0830~Ubiquinone,	KW-0560~Oxidoreductase,	365690,793616,1684045,1847904,2503680,2679883,3122832,3308921,6265208,6362717,6784762,7009604,7020757,7025892,7487066,7984099,8065261,8227044,8387992,8491720,8809757,8892824,8905232,9063459,9168602,9278503,9308170,10187794,10510271,10664466,11807064,12137786,12176061,12368244,12627170,14766919,15210329,15361522,15547274,15581635,15590775,15625321,16313413,16339951,16397293,16738553,16759635,16980490,16997589,17513468,18492062,21390523,25281801,27109164,	18492062:The paper reports that the maintenance of NDH-2 activity and ndh expression in the stationary phase when cells were grown in media containing at least 37 mM phosphate.,25281801:Improved poly(3-hydroxybutyrate) production in Escherichia coli by inactivation of cytochrome bd-II oxidase or/and NDH-II dehydrogenase in low efficient respiratory chains,27109164:Because of the specific stabilization of substrate complexes of EcNDH-2 immobilized on electrodes, it was possible to demonstrate the presence of two distinct substrate binding sites for NADH and the quinone and to identify a bound semiprotonated quinol as a catalytic intermediate.,6265208:N-terminus verified by Edman degradation on mature peptide,	GO:0006116~NADH oxidation,GO:0009060~aerobic respiration,GO:0009061~anaerobic respiration,GO:0019646~aerobic electron transport chain,GO:0055070~copper ion homeostasis,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0030964~NADH dehydrogenase complex,	GO:0008137~NADH dehydrogenase (ubiquinone) activity,GO:0016491~oxidoreductase activity,GO:0050136~NADH dehydrogenase (quinone) activity,GO:0050660~flavin adenine dinucleotide binding,	Energy production and conversion [C]
-4.53512132986868	K8943_RS04235	yohJ	CidA/LrgA family protein	462.0	-4.53512132986868	specific		specific			[R] Putative effector of murein hydrolase LrgA						16.1372862720052	1.16794647557516	-3.88298729839937	0.0001031809598838	0.000626996299561	b2141	0.987	883260.0	COG1380	883061	883459	+	IPR005538:Uncharacterised protein family LrgA/YohJ/UPF0299,IPR022957:Uncharacterised protein family UPF0299,				8824633,9278503,11574054,15919996,16120447,16397293,16738553,			GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,		General function prediction only [R]
-2.38220219821907	K8943_RS04240	yohK	CidB/LrgB family autolysis modulator	462.0	-4.53512132986868	specific		opposite	4.578503288688021		[M] Putative effector of murein hydrolase 						15.5731683252304	0.711127746391207	-3.34989347597269	0.0008084264389459	0.0041987504222177	b2142	0.984	883804.0	COG1346	883456	884151	+	IPR005261:Conserved hypothetical protein CHP00659,IPR007300:LrgB-like protein,				2575702,8824633,9278503,15919996,16120447,16397293,16738553,			GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,		Cell wall/membrane/envelope biogenesis [M]
-3.97709885921334	K8943_RS14175	thiS	sulfur carrier protein ThiS	1424.0	-4.49214028350775	specific		similar	0.69022261059109	eco04122:Sulfur relay system,	[H] Sulfur transfer protein involved in thiamine						85.5436644057735	0.447894189700679	-8.87955001575524	6.71313752725194e-19	1.19980879531179e-17	b4407	0.93	2986387.0	COG2104	2986287	2986487	-	IPR003749:ThiamineS/Molybdopterin converting factor subunit 1,IPR010035:ThiS, thiamine-biosynthesis,IPR012675:Beta-grasp domain,IPR016155:Molybdopterin synthase/thiamin biosynthesis sulphur carrier, beta-grasp,	KW-0784~Thiamine biosynthesis,	KW-0547~Nucleotide-binding,		8265357,8432721,9278503,9632726,10082377,10082383,10382260,10508664,11135670,11527707,16388576,16397293,16738553,17403671,25721662,	25721662:ThiS, an ubiquitin-like protein, is covalently attached to delta(32) and at least 27 other proteins, leading to their subsequent degradation by proteases, in a similar manner to the ubiquitin-proteasome system (UPS) in eukaryotes.,	GO:0009228~thiamine biosynthetic process,GO:0009229~thiamine diphosphate biosynthetic process,GO:0018117~protein adenylylation,GO:0052837~thiazole biosynthetic process,	GO:1902503~adenylyltransferase complex,GO:1990228~sulfurtransferase complex,	GO:0000166~nucleotide binding,GO:0097163~sulfur carrier activity,	Coenzyme transport and metabolism [H]
-4.09531177009471	K8943_RS14180	thiF	thiazole biosynthesis adenylyltransferase ThiF	1424.0	-4.49214028350775	specific		similar	1.2224241139209502	eco00730:Thiamine metabolism,eco01100:Metabolic pathways,eco01240:Biosynthesis of cofactors,eco04122:Sulfur relay system,	[H] Dinucleotide-utilizing enzymes involved in molybdopterin and						283.608714572059	0.276765842975966	-14.7970274296108	1.53100642955445e-49	8.72195225336799e-48	b3992	0.973	2986848.0	COG0476	2986471	2987226	-	IPR000594:UBA/THIF-type NAD/FAD binding fold,IPR012731:Thiazole biosynthesis adenylyltransferase ThiF,	KW-0784~Thiamine biosynthesis,	KW-0067~ATP-binding,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,KW-0862~Zinc,	KW-0548~Nucleotidyltransferase,KW-0808~Transferase,	8265357,8432721,9278503,9632726,10082377,10382260,10508664,11438688,11527707,15896804,16112649,16388576,16397293,16738553,17403671,18304323,21873635,24561554,	15896804:crystal structures of ThiF, alone and in complex with ATP,	GO:0009228~thiamine biosynthetic process,GO:0009229~thiamine diphosphate biosynthetic process,GO:0018117~protein adenylylation,GO:0052837~thiazole biosynthetic process,	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:1902503~adenylyltransferase complex,GO:1990228~sulfurtransferase complex,	GO:0000166~nucleotide binding,GO:0000287~magnesium ion binding,GO:0004792~thiosulfate sulfurtransferase activity,GO:0005524~ATP binding,GO:0008146~sulfotransferase activity,GO:0008270~zinc ion binding,GO:0008641~small protein activating enzyme activity,GO:0016740~transferase activity,GO:0016779~nucleotidyltransferase activity,GO:0042803~protein homodimerization activity,GO:0046872~metal ion binding,GO:0070733~protein adenylyltransferase activity,	Coenzyme transport and metabolism [H]
-4.23641724816229	K8943_RS14170	thiG	thiazole synthase	1424.0	-4.49214028350775	specific		similar	1.5037301778199903	eco00730:Thiamine metabolism,eco01100:Metabolic pathways,eco01240:Biosynthesis of cofactors,	[H] Uncharacterized enzyme of thiazole biosynthesis 						380.968550384783	0.250318177563767	-16.9241294795025	2.98731071302897e-64	2.42038552437858e-62	b3991	0.966	2985900.0	COG2022	2985515	2986285	-	IPR008867:Thiazole biosynthesis,IPR013785:Aldolase-type TIM barrel,	KW-0784~Thiamine biosynthesis,	KW-0704~Schiff base,	KW-0808~Transferase,	341993,356892,375977,6452875,6998471,8265357,8432721,9278503,10082377,10382260,11527707,12650933,14757766,15690043,15911532,16397293,16738553,17403671,17969213,18304323,19402753,19923213,	17403671:Results describe the substrates and purified proteins required for Escherichia coli thiazole synthase subunits ThiG and ThiH in vitro.,	GO:0009228~thiamine biosynthetic process,GO:0009229~thiamine diphosphate biosynthetic process,	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:1902508~2-iminoacetate synthase complex,	GO:0005515~protein binding,GO:0016740~transferase activity,GO:0016783~sulfurtransferase activity,GO:1990107~thiazole synthase activity,	Coenzyme transport and metabolism [H]
-4.3767530130282	K8943_RS14190	thiC	phosphomethylpyrimidine synthase ThiC	1424.0	-4.49214028350775	specific		similar	0.25183787605663	eco00730:Thiamine metabolism,eco01100:Metabolic pathways,eco01240:Biosynthesis of cofactors,	[H] Thiamine biosynthesis protein ThiC  						1101.2248886972	0.173003245771305	-25.2986757185693	3.30323325917955e-141	1.2043588462968699e-138	b3994	0.959	2988802.0	COG0422	2987854	2989749	-	IPR002817:Thiamine biosynthesis protein ThiC,IPR025747:ThiC-associated domain,	KW-0784~Thiamine biosynthesis,	KW-0004~4Fe-4S,KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,KW-0862~Zinc,KW-0949~S-adenosyl-L-methionine,	KW-0456~Lyase,	8265357,8432721,9278503,10082377,10382260,11470904,11527707,12368244,12410317,12627170,15292217,15326535,16356850,16397293,16738553,16820464,17355861,18304323,18686975,19309314,21873635,28071751,31081713,	28071751:The ThiC riboswitch controls transcription and translation.The thiC riboswitch directly controls translation initiation.,31081713:we show that a hairpin structure in the Escherichia coli thiamin pyrophosphate (TPP) thiC riboswitch is involved in transcriptional pausing and ligand sensitivity. Using in vitro transcription kinetic experiments, we show that all three major transcriptional pauses in the thiC riboswitch are affected by NusA, a transcriptional factor known to stimulate hairpin-stabilized pauses,	GO:0009228~thiamine biosynthetic process,GO:0009229~thiamine diphosphate biosynthetic process,	GO:0005829~cytosol,	GO:0008270~zinc ion binding,GO:0016829~lyase activity,GO:0016830~carbon-carbon lyase activity,GO:0046872~metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,	Coenzyme transport and metabolism [H]
-4.49214028350775	K8943_RS14185	thiE	thiamine phosphate synthase	1424.0	-4.49214028350775	specific		similar	1.1348063509023096	eco00730:Thiamine metabolism,eco01100:Metabolic pathways,eco01240:Biosynthesis of cofactors,	[H] Thiamine monophosphate synthase   						308.582914773032	0.282826290521183	-15.8830364575718	8.305835033816089e-57	5.71378764779122e-55	b3993	0.963	2987536.0	COG0352	2987219	2987854	-	IPR013785:Aldolase-type TIM barrel,IPR022998:Thiamin phosphate synthase superfamily,	KW-0784~Thiamine biosynthesis,	KW-0460~Magnesium,KW-0479~Metal-binding,	KW-0808~Transferase,	374983,4580841,8265357,8432721,9278503,10082377,10382260,11527707,15292217,16397293,16738553,18178222,21873635,		GO:0009228~thiamine biosynthetic process,GO:0009229~thiamine diphosphate biosynthetic process,	GO:0005737~cytoplasm,	GO:0000287~magnesium ion binding,GO:0004789~thiamine-phosphate diphosphorylase activity,GO:0016740~transferase activity,GO:0046872~metal ion binding,	Coenzyme transport and metabolism [H]
-3.54797013938975	K8943_RS14165	thiH	2-iminoacetate synthase ThiH	1424.0	-4.49214028350775	specific		similar	1.4403322561108998	eco00730:Thiamine metabolism,eco01100:Metabolic pathways,eco01240:Biosynthesis of cofactors,	[HR] Thiamine biosynthesis enzyme ThiH and related						505.829773462133	0.198367468918996	-17.8858467001894	1.52026180986339e-71	1.42124988686203e-69	b3990	0.955	2984952.0	COG1060	2984385	2985518	-	IPR007197:Radical SAM,IPR010722:Biotin/thiamin synthesis-associated protein,IPR012726:Thiazole biosynthesis ThiH,IPR013785:Aldolase-type TIM barrel,	KW-0784~Thiamine biosynthesis,	KW-0004~4Fe-4S,KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,KW-0521~NADP,KW-0949~S-adenosyl-L-methionine,	KW-0456~Lyase,	341993,356892,375977,4562671,6452875,6998471,8265357,8432721,9278503,10082377,10382260,11222759,11514505,11527707,11967071,12650933,14757766,15271986,16397293,16606699,16738553,16849790,17403671,17969213,19923213,	17403671:Results describe the substrates and purified proteins required for Escherichia coli thiazole synthase subunits ThiG and ThiH in vitro.,	GO:0006974~cellular response to DNA damage stimulus,GO:0009228~thiamine biosynthetic process,GO:0009229~thiamine diphosphate biosynthetic process,GO:0018130~heterocycle biosynthetic process,GO:0042364~water-soluble vitamin biosynthetic process,GO:0044271~cellular nitrogen compound biosynthetic process,GO:0044272~sulfur compound biosynthetic process,GO:1901362~organic cyclic compound biosynthetic process,GO:1901566~organonitrogen compound biosynthetic process,	GO:1902508~2-iminoacetate synthase complex,	GO:0003824~catalytic activity,GO:0005506~iron ion binding,GO:0005515~protein binding,GO:0016829~lyase activity,GO:0036355~2-iminoacetate synthase activity,GO:0046872~metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,	Coenzyme transport and metabolism [H]
-4.40698368201716	K8943_RS12395	nlpA	lipoprotein NlpA	1251.0	-4.40698368201716	similar	3.5306665782598534	specific		eco02010:ABC transporters,	[P] ABC-type metal ion transport system, periplasmic						261.708040871898	0.270654860421085	-16.2826696522677	1.31025977817928e-59	9.95251489842013e-58	b3661	0.942	2603868.0	COG1464	2603459	2604277	-	IPR004872:Lipoprotein NlpA family,				1317383,1944231,2841301,3003106,7686882,9278503,12819857,12876315,15150243,15174130,15883881,15911532,16397293,16738553,16849790,16855227,17189357,17309111,24561554,			GO:0005886~plasma membrane,GO:0016020~membrane,		Inorganic ion transport and metabolism [P]
-4.34274370967248	K8943_RS03160	cbl	HTH-type transcriptional regulator Cbl	366.0	-4.34274370967248	similar	3.3904566599741317	specific			[K] Transcriptional regulator    						176.4999428199	0.323493406711618	-13.4245200043408	4.34389757573629e-41	1.86327653660406e-39	b1987	0.976	622861.0	COG0583	622386	623336	+	IPR000847:Transcription regulator HTH, LysR,IPR005119:LysR, substrate-binding,	KW-0804~Transcription,KW-0805~Transcription regulation,		KW-0238~DNA-binding,	8529872,9097040,9278503,9401024,10506196,10717312,11479697,11918818,15333946,15659685,16397293,16738553,17010379,17908684,17951385,21873635,	17908684:the role of the TonB-ExbB-ExbD complex, potentiated by the proton motive force, is to reduce the affinity of the Cbl-binding site, thus increasing the rate of Cbl release into the periplasmic space,	GO:0006355~regulation of transcription, DNA-templated,GO:0019344~cysteine biosynthetic process,GO:0045883~positive regulation of sulfur utilization,		GO:0000976~transcription regulatory region sequence-specific DNA binding,GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,	Transcription [K]
